@relation "A_B"

@attribute attr0 string
@attribute attr1 string
@attribute attr2 string
@attribute attr3 string
@attribute attr4 string
@attribute relation {'A', 'B'}
@attribute class {'ID44461220129', 'ID4450127238399810001', 'ID4450127238399810002', 'ID4450127238399810003', 'ID4447124106889910001', 'ID4449126128929710001', 'ID4450127238399810004', 'ID4447124106889910002', 'ID4449126128929710002', 'ID4449126128929710003', 'ID4449126128929710004', 'ID4448125110715010001', 'ID4448125110715010002', 'ID4448125110715010003', 'ID4447124106921010001', 'ID4448125110715010004', 'ID4447124106921010002', 'ID4447124106900410001', 'ID4448125110715010005', 'ID4448125110819010001', 'ID4448125110819010002', 'ID4450127238404610001', 'ID4448125110819010003', 'ID4450127238374110001', 'ID4450127238404610002', 'ID4448125110819010004', 'ID4450127238353510001', 'ID4450127238374110002', 'ID4448125110815810001', 'ID4450127238353510002', 'ID4450127238374110003', 'ID4450127238353510003', 'ID4450127238391510001', 'ID4448125110815810003', 'ID4450127238370910001', 'ID4450127238353510004', 'ID4450127238391510002', 'ID4448125110815810004', 'ID4449126128942010001', 'ID4448125110815810005', 'ID4447124106881610001', 'ID4446117475', 'ID4449126128942010002', 'ID4449126128942010003', 'ID4449126128942010004', 'ID4446117397', 'ID4446117479', 'ID4446117398', 'ID4448125110701010001', 'ID4448125110701010002', 'ID4448125110701010003', 'ID4448125110701010004', 'ID4448125110701010005', 'ID4448125110701010006', 'ID4448125110822410001', 'ID4448125110822410002', 'ID4448125110801810001', 'ID4448125110822410003', 'ID4448125110801810002', 'ID4448125110822410004', 'ID4445112314666410001', 'ID4445112314666410002', 'ID4447124106925120002', 'ID4450127238407910001', 'ID4450127238398010001', 'ID4450127238407910002', 'ID4450127238377410001', 'ID4450127238398010002', 'ID4450127238356810001', 'ID4450127238377410002', 'ID4450127238356810002', 'ID4450127238377410003', 'ID444611540953', 'ID44461220142', 'ID4450127238356810003', 'ID444611540954', 'ID444611540955', 'ID4449126128945310001', 'ID4449126128945310002', 'ID44461160351', 'ID4447124106899810001', 'ID4449126128939610001', 'ID4447124106899810002', 'ID4449126128939610002', 'ID4447124106910310001', 'ID4447124106910310002', 'ID4447124106910310003', 'ID4448125110808310001', 'ID4448125110808310002', 'ID4450127238384010001', 'ID4448125110808310003', 'ID4450127238384010002', 'ID4448125110808310004', 'ID4447124106904610001', 'ID4450127238384010003', 'ID4448125110808310005', 'ID4448125110795210001', 'ID4447124106904610002', 'ID4447124106874110001', 'ID4450127238384010004', 'ID444611541056', 'ID4450127238380810001', 'ID4450127238384010005', 'ID4450127238380810002', 'ID4447124106891510001', 'ID4449126128931310001', 'ID4450127238380810003', 'ID4449126128931310002', 'ID4450127238380810004', 'ID44461220231', 'ID44461160444', 'ID4448125110800010001', 'ID4450127238406110001', 'ID4448125110811710001', 'ID4450127238355010001', 'ID4450127238355010002', 'ID4445113314675510001', 'ID4445113314675510002', 'ID4445113314675510003', 'ID4450127238349310001', 'ID4450127238349310002', 'ID4450127238349310003', 'ID4450127238387310001', 'ID4450127238366710001', 'ID4450127238387310002', 'ID4447124106898010001', 'ID4447124106907910001', 'ID4450127238366710002', 'ID4450127238387310003', 'ID4447124106898010002', 'ID4447124106877410001', 'ID4449126128949510001', 'ID44461161345', 'ID445012723840870000', 'ID4449126128928910001', 'ID4449126128949510002', 'ID4446121011', 'ID4449126128928910002', 'ID4447124106920210001', 'ID4445113314682110001', 'ID4447124106920210002', 'ID4445113314682110002', 'ID4448125110818210001', 'ID4450127238403810001', 'ID4450127238403810002', 'ID4447124106914510001', 'ID4450127238352710001', 'ID4447124106914510002', 'ID4450127238352710002', 'ID4450127238390710001', 'ID4450127238352710003', 'ID4450127238390710002', 'ID4450127238390710003', 'ID4449126128941210001', 'ID4447124106880810001', 'ID4450127238390710004', 'ID4449126128941210002', 'ID4447124106880810002', 'ID4450127238390710005', 'ID4447124106880810003', 'ID44461221227', 'ID444712410689230000', 'ID4446120210', 'ID4448125110804210001', 'ID4448125110821610001', 'ID4448125110821610002', 'ID4448125110821610003', 'ID4447124106906110001', 'ID4447124106906110002', 'ID4445112314665610001', 'ID4445112314665610002', 'ID4450127238359210001', 'ID4450127238359210002', 'ID4450127238397210001', 'ID4450127238397210002', 'ID4450127238376610001', 'ID4447124106917810001', 'ID4445113314679710001', 'ID4450127238397210003', 'ID4450127238376610002', 'ID4447124106917810002', 'ID4447124106887310001', 'ID4449126128927110001', 'ID4450127238397210004', 'ID4450127238376610003', 'ID4447124106887310002', 'ID4449126128927110002', 'ID4450127257775510001', 'ID4447124106887310003', 'ID4449126128927110003', 'ID4450127257775510002', 'ID4447124258794710001', 'ID4449126128938810001', 'ID4449126128938810002', 'ID44461181048', 'ID445012723837740000', 'ID4449126128938810003', 'ID44461181049', 'ID4449126128938810004', 'ID4445112314672210001', 'ID4445112314672210002', 'ID4445112314672210003', 'ID4448125110807510001', 'ID4450127238383210001', 'ID4447124106924410001', 'ID4450127238362610001', 'ID4450127238383210002', 'ID4450127238362610002', 'ID4450127238383210004', 'ID4450127238383210005', 'ID4447124106890710001', 'ID4449126128930510001', 'ID4447124106890710002', 'ID4449126128930510002', 'ID4447124106890710003', 'ID4449126128930510003', 'ID4447124106890710004', 'ID4448125110699610001', 'ID4449126128930510004', 'ID4450127238394910001', 'ID4447124106890710005', 'ID4448125110699610002', 'ID4449126128930510005', 'ID4450127238394910002', 'ID4447124106890710006', 'ID4448125110699610003', 'ID4450127238394910003', 'ID4450127238394910004', 'ID4450127238405310001', 'ID4450127238405310002', 'ID4447124106916010001', 'ID4448125110670710002', 'ID4448125110670710003', 'ID4450127238369110001', 'ID4450127238348510001', 'ID4450127238386510001', 'ID4450127238386510002', 'ID4447124106897210001', 'ID4449126128937010001', 'ID4450127238386510003', 'ID4450127238365910002', 'ID4447124106876610001', 'ID4447124106897210002', 'ID4449126128937010002', 'ID4447124106876610002', 'ID4447124106897210003', 'ID4447124106897210004', 'ID4447124106897210005', 'ID44461230326', 'ID44461160650', 'ID44461230328', 'ID4449126128948710001', 'ID4449126128948710002', 'ID4449126128948710003', 'ID444712425879540000', 'ID4445113314681310001', 'ID4445113314681310002', 'ID4445113314681310003', 'ID4448125110817410001', 'ID4445113314681310004', 'ID4445113314681310005', 'ID4450127238393110001', 'ID4445113314681310006', 'ID4450127238393110002', 'ID4447124106913710001', 'ID4450127238372510001', 'ID4450127238393110003', 'ID4447124106883210001', 'ID4447124106913710002', 'ID4447124106883210002', 'ID4447124106913710003', 'ID4447124106913710004', 'ID4447124106913710005', 'ID4449126128940410001', 'ID4449126128940410002', 'ID44461230330', 'ID4448125110798610001', 'ID4448125110798610002', 'ID44461230332', 'ID4448125110798610003', 'ID4447124106894910001', 'ID4448125110798610004', 'ID44461220533', 'ID444611554', 'ID4449126128934710001', 'ID4447124106894910002', 'ID4449126128934710002', 'ID4449126128934710003', 'ID4449126128934710004', 'ID4448125110714310001', 'ID4448125110803410001', 'ID4448125110714310002', 'ID4448125110803410002', 'ID4448125110714310003', 'ID4448125110803410003', 'ID4448125110820810001', 'ID4448125110803410004', 'ID4447124106905310001', 'ID4447124106905310002', 'ID4450127238409510001', 'ID4450127238409510002', 'ID4450127238379010001', 'ID4450127238409510003', 'ID4450127238379010002', 'ID4450127238358410001', 'ID4450127238379010003', 'ID4450127238396410001', 'ID4450127238379010004', 'ID4450127238375810001', 'ID4445113314678910001', 'ID4447124106886510001', 'ID4449126128926310001', 'ID4445113314678910002', 'ID4447124106886510002', 'ID444611561', 'ID4449126128926310002', 'ID444611482', 'ID444611563', 'ID44461220543', 'ID444611486', 'ID4450127238401210001', 'ID4450127238401210002', 'ID4450127238401210003', 'ID4450127238350110001', 'ID4450127238350110002', 'ID4445112314671410001', 'ID4445112314671410002', 'ID4445112314671410003', 'ID4445112314671410004', 'ID4450127238382410001', 'ID4447124106923610001', 'ID4450127238382410002', 'ID4450127238361810001', 'ID4447124106923610002', 'ID4450127238382410003', 'ID4450127238361810002', 'ID4447124106923610003', 'ID4450127238382410004', 'ID4450127238361810003', 'ID4450127238382410005', 'ID4450127238361810004', 'ID4449126128950310001', 'ID4450127238361810005', 'ID4449126128950310002', 'ID4448125110698810001', 'ID4448125110698810002', 'ID4449126128944610001', 'ID4449126128944610002', 'ID4447124106915210001', 'ID4445113314677110001', 'ID4445113314677110002', 'ID4445113314677110003', 'ID4445113314677110004', 'ID4447124106909510001', 'ID4450127238368310001', 'ID4447124106879010001', 'ID4447124106909510002', 'ID4450127238368310002', 'ID4447124106879010002', 'ID4447124106909510003', 'ID4450127238368310003', 'ID4447124106879010003', 'ID4450127238368310004', 'ID4450127238385710001', 'ID4447124106896410001', 'ID4450127238368310005', 'ID4450127238385710002', 'ID4449126128936210001', 'ID4447124106875810001', 'ID4450127238385710003', 'ID4449126128936210002', 'ID4447124106875810002', 'ID4449126128936210003', 'ID4449126128936210004', 'ID4449126128947910001', 'ID4449126128947910002', 'ID4449126128947910003', 'ID4450127238360010001', 'ID4450127238360010002', 'ID4445113314680510001', 'ID4445113314680510002', 'ID4445113314680510003', 'ID4448125110816610001', 'ID4450127238354310001', 'ID4445113314680510004', 'ID4448125110816610002', 'ID4450127238354310002', 'ID4445113314680510005', 'ID4448125110816610003', 'ID4450127238354310003', 'ID4445113314680510006', 'ID4450127238371710001', 'ID4447124106912910001', 'ID4448125110816610004', 'ID4445113314674810001', 'ID4450127238371710002', 'ID4447124106882410001', 'ID4447124106912910002', 'ID4448125110816610005', 'ID4445113314674810002', 'ID4447124106882410002', 'ID4447124106912910003', 'ID4445113314674810003', 'ID4447124106912910004', 'ID4445113314674810004', 'ID4447124106912910005', 'ID4445113314674810005', 'ID4448125110797810001', 'ID4448125110797810002', 'ID4448125110797810003', 'ID4449126128933910001', 'ID4449126128933910002', 'ID4447124258795410001', 'ID44461220734', 'ID4449126128933910003', 'ID44461191152', 'ID44461230536', 'ID444712426108480000', 'ID4448125110802610001', 'ID4448125110802610002', 'ID4448125110802610003', 'ID4448125110802610004', 'ID4445112314667210001', 'ID4445112314667210002', 'ID4445112314667210003', 'ID4445112314667210004', 'ID4445112314667210005', 'ID4445112314667210006', 'ID4450127238378210001', 'ID4450127238357610001', 'ID4447124106919410002', 'ID4450127238378210002', 'ID4450127238357610002', 'ID4450127238378210003', 'ID4450127238395610001', 'ID4450127238378210004', 'ID4450127238395610002', 'ID4449126128946110001', 'ID4447124106885710001', 'ID4449126128946110002', 'ID4449126128925510001', 'ID4449126128925510002', 'ID4450127238389910001', 'ID445012723837330000', 'ID4450127238389910002', 'ID44461161046', 'ID4450127238389910003', 'ID44461161047', 'ID445012723836910000', 'ID445012723838570000', 'ID444712410688570000', 'ID4448125110705110001', 'ID4450127238400410001', 'ID4448125110705110002', 'ID4447124106911110001', 'ID4445113314673010001', 'ID4447124106911110002', 'ID4445113314673010002', 'ID4445113314673010003', 'ID4445112314670610001', 'ID4445113314673010004', 'ID4445112314670610002', 'ID4445113314673010005', 'ID4450127238364210001', 'ID4450127238364210002', 'ID4448125110805910001', 'ID4448125110796010001', 'ID4448125110796010002', 'ID4445112314664910001', 'ID4447124106922810001', 'ID4450127238381610001', 'ID4447124106922810002', 'ID4447124106892310001', 'ID4450127238381610002', 'ID4449126128932110001', 'ID4447124106922810003', 'ID4447124106892310002', 'ID4450127238381610003', 'ID4449126128932110002', 'ID4447124106922810004', 'ID4450127238381610004', 'ID4449126128932110003', 'ID4449126128932110004', 'ID4449126128932110005', 'ID4449126128943810001', 'ID4449126128943810002', 'ID444712410690380000', 'ID4449126128943810003', 'ID445012723835840000', 'ID4448125110702810001', 'ID4448125110702810002', 'ID4448125110702810003', 'ID4448125110702810004', 'ID4445113314676310001', 'ID4445113314676310002', 'ID4445113314676310003', 'ID4450127238388110001', 'ID4450127238367510001', 'ID4447124106908710001', 'ID4450127238388110002', 'ID4447124106908710002', 'ID4447124106908710003', 'ID4449126128935410001'}

@data
"BRAWD", "ALLEN", "J", "7126", "2ND", 'A', 'ID4445112314670610001'
"BRAWD", "ANN0", "D", "7126", "2ND", 'A', 'ID4445112314670610002'
"CARTER", "JEAN", "B", "410", "72ND", 'A', 'ID4445113314679710001'
"DUCOTY", "DOUGASS", "S", "7134", "3RD", 'A', 'ID4445113314682110001'
"DUCOTY", "MICLELLE", "C", "7134", "3RD", 'A', 'ID4445113314682110002'
"DUFFY TYLER", "L", "A", "400", "72ND", 'A', 'ID4445113314680510001'
"DUFFY TYLER", "D", "J", "400", "72ND", 'A', 'ID4445113314680510003'
"DUFFY TYLER", "BENJAMIN", "M", "400", "72ND", 'A', 'ID4445113314680510004'
"DUFFY TYLER", "ALICIA", "", "400", "72ND", 'A', 'ID4445113314680510002'
"DUFFY TYLER", "GERALDENE", "L", "400", "72ND", 'A', 'ID4445113314680510005'
"DUFFY TYLER", "NATSHA", "M", "400", "72ND", 'A', 'ID4445113314680510006'
"EHM", "JESUS", "A", "419", "VILLAGRANDE", 'A', 'ID4445113314675510001'
"EHM", "ETHEL", "J", "419", "VILLAGRANDE", 'A', 'ID4445113314675510002'
"EHM", "", "M", "419", "VILLAGRANDE", 'A', 'ID4445113314675510003'
"GASBARRO", "PABLOS", "U", "401", "VILLAGRANDE", 'A', 'ID4445113314674810001'
"GASBARRO", "LEANNE", "", "401", "VILLAGRANDE", 'A', 'ID4445113314674810002'
"GASBARRO", "ERIN", "K", "401", "VILLAGRANDE", 'A', 'ID4445113314674810003'
"GASBARRO", "JO", "", "401", "VILLAGRANDE", 'A', 'ID4445113314674810005'
"GASBARRO", "", "A", "401", "VILLAGRANDE", 'A', 'ID4445113314674810004'
"HELLER", "DIXION", "J", "318", "72ND", 'A', 'ID4445113314681310001'
"HELLER", "DOREN", "J", "318", "72ND", 'A', 'ID4445113314681310003'
"HELLER", "TEGIRA", "J", "318", "72ND", 'A', 'ID4445113314681310002'
"HELLER", "AGELEON", "M", "318", "72ND", 'A', 'ID4445113314681310004'
"HELLER", "", "J", "318", "72ND", 'A', 'ID4445113314681310005'
"HELLER", "", "A", "318", "72ND", 'A', 'ID4445113314681310006'
"HOPPER", "ARISTIDES", "C", "7100", "2ND", 'A', 'ID4445112314672210001'
"HOPPER", "CARLOS", "C", "7100", "2ND", 'A', 'ID4445112314672210003'
"HOPPER", "ROSEY", "B", "7100", "2ND", 'A', 'ID4445112314672210002'
"HUBRIC", "CHARLES", "P", "7127", "3RD", 'A', 'ID4445112314666410001'
"HUBRIC", "DIANE", "", "7127", "3RD", 'A', 'ID4445112314666410002'
"PAINE WELLS", "SIGFREDO", "J", "231", "71ST", 'A', 'ID4445113314673010001'
"PAINE WELLS", "AGEL", "J", "231", "71ST", 'A', 'ID4445113314673010003'
"PAINE WELLS", "OSWALDO", "J", "231", "71ST", 'A', 'ID4445113314673010004'
"PAINE WELLS", "IGNACIO", "J", "231", "71ST", 'A', 'ID4445113314673010005'
"PAINE WELLS", "BARBARA", "C", "231", "71ST", 'A', 'ID4445113314673010002'
"PENSETH", "JEFFREY", "J", "427", "VILLAGRANDE", 'A', 'ID4445113314676310001'
"PENSETH", "THRESA", "A", "427", "VILLAGRANDE", 'A', 'ID4445113314676310002'
"PENSETH", "ANNE", "A", "427", "VILLAGRANDE", 'A', 'ID4445113314676310003'
"POLLACK", "ANDREW E", "", "7139", "3RD", 'A', 'ID4445112314667210001'
"POLLACK", "JAMAR", "F", "7139", "3RD", 'A', 'ID4445112314667210003'
"POLLACK", "DARON", "S", "7139", "3RD", 'A', 'ID4445112314667210005'
"POLLACK", "SHAWN", "P", "7139", "3RD", 'A', 'ID4445112314667210006'
"POLLACK", "MIRIAM", "J", "7139", "3RD", 'A', 'ID4445112314667210002'
"POLLACK", "LEAH", "A", "7139", "3RD", 'A', 'ID4445112314667210004'
"ROWEN", "CHRISTOPHER", "J", "7112", "2ND", 'A', 'ID4445112314671410001'
"ROWEN", "EARNEST", "A", "7112", "2ND", 'A', 'ID4445112314671410004'
"ROWEN", "CATHY", "", "7112", "2ND", 'A', 'ID4445112314671410002'
"ROWEN", "ELFRIEDA", "C", "7112", "2ND", 'A', 'ID4445112314671410003'
"SAUNDERS", "NICOLAS", "G", "430", "72ND", 'A', 'ID4445113314678910001'
"SAUNDERS", "CATHERINE", "L", "430", "72ND", 'A', 'ID4445113314678910002'
"SCCHWARTZ", "JOHN", "F", "7121", "3RD", 'A', 'ID4445112314665610001'
"SCCHWARTZ", "TRICIA", "E", "7121", "3RD", 'A', 'ID4445112314665610002'
"SMALLS", "JEFFREY", "P", "441", "VILLAGRANDE", 'A', 'ID4445113314677110001'
"SMALLS", "INGER", "B", "441", "VILLAGRANDE", 'A', 'ID4445113314677110002'
"SMALLS", "", "J", "441", "VILLAGRANDE", 'A', 'ID4445113314677110004'
"SMALLS", "", "A", "441", "VILLAGRANDE", 'A', 'ID4445113314677110003'
"ARCHER", "MARC", "C", "309", "WOODHAVEN", 'A', 'ID4449126128949510001'
"ARCHER", "JEAN", "A", "309", "WOODHAVEN", 'A', 'ID4449126128949510002'
"BELTRAN", "LAWRENCE", "C", "108", "BRANTWOOD", 'A', 'ID4449126128933910001'
"BELTRAN", "JEFF", "J", "108", "BRANTWOOD", 'A', 'ID4449126128933910003'
"BELTRAN", "SOUTA", "M", "108", "BRANTWOOD", 'A', 'ID4449126128933910002'
"BELTRAN", "ELMER", "A", "114", "BRANTWOOD", 'A', 'ID4449126128936210001'
"BELTRAN", "WILEY", "A", "114", "BRANTWOOD", 'A', 'ID4449126128936210004'
"BELTRAN", "GISELA", "M", "114", "BRANTWOOD", 'A', 'ID4449126128936210002'
"BELTRAN", "RUTH ANN", "M", "114", "BRANTWOOD", 'A', 'ID4449126128936210003'
"CAGER", "EDWIN", "M", "313", "WOODHAVEN", 'A', 'ID4449126128947910001'
"CAGER", "EARLE", "M", "313", "WOODHAVEN", 'A', 'ID4449126128947910003'
"CAGER", "ROSETTA", "J", "313", "WOODHAVEN", 'A', 'ID4449126128947910002'
"COBEZA", "RONNIE", "", "512", "WOODHAVEN", 'A', 'ID4449126128938810001'
"COBEZA", "KENNETH", "R", "512", "WOODHAVEN", 'A', 'ID4449126128938810003'
"COBEZA", "SHAWN", "E", "512", "WOODHAVEN", 'A', 'ID4449126128938810002'
"COBEZA", "", "M", "512", "WOODHAVEN", 'A', 'ID4449126128938810004'
"DORSEY", "ARY", "S", "503", "WOODHAVEN", 'A', 'ID4449126128942010001'
"DORSEY", "MELISSA", "J", "503", "WOODHAVEN", 'A', 'ID4449126128942010002'
"DORSEY", "DEBBIE", "M", "503", "WOODHAVEN", 'A', 'ID4449126128942010003'
"DORSEY", "ENDA", "L", "503", "WOODHAVEN", 'A', 'ID4449126128942010004'
"DRENMON", "ISSAC", "F", "311", "WOODHAVEN", 'A', 'ID4449126128948710001'
"DRENMON", "ERNEST", "R", "311", "WOODHAVEN", 'A', 'ID4449126128948710003'
"DRENMON", "THERESA", "A", "311", "WOODHAVEN", 'A', 'ID4449126128948710002'
"FLEEK", "JOANNIE", "", "514", "WOODHAVEN", 'A', 'ID4449126128939610001'
"FLEEK", "ANNTIONETTE", "", "514", "WOODHAVEN", 'A', 'ID4449126128939610002'
"FLOWERS", "STANLY", "J", "405", "WOODHAVEN", 'A', 'ID4449126128944610002'
"FLOWERS", "COVNELIA", "M", "405", "WOODHAVEN", 'A', 'ID4449126128944610001'
"GALIDEZ", "KEN", "E", "100", "BRANTWOOD", 'A', 'ID4449126128929710001'
"GALIDEZ", "ENZELEE", "E", "100", "BRANTWOOD", 'A', 'ID4449126128929710002'
"GALIDEZ", "MICHELLE", "M", "100", "BRANTWOOD", 'A', 'ID4449126128929710003'
"GALIDEZ", "CHATERAH", "M", "100", "BRANTWOOD", 'A', 'ID4449126128929710004'
"HILLEGAS", "GIANNI", "E", "106", "BRANTWOOD", 'A', 'ID4449126128932110001'
"HILLEGAS", "JANICE", "", "106", "BRANTWOOD", 'A', 'ID4449126128932110002'
"HILLEGAS", "HAILLE", "E", "106", "BRANTWOOD", 'A', 'ID4449126128932110003'
"HILLEGAS", "ROSA", "C", "106", "BRANTWOOD", 'A', 'ID4449126128932110004'
"HILLEGAS", "JAMIE", "E", "106", "BRANTWOOD", 'A', 'ID4449126128932110005'
"HOLLOWAY", "SCOT", "C", "107", "ELDORADO", 'A', 'ID4449126128925510001'
"HOLLOWAY", "JENIFFER", "T", "107", "ELDORADO", 'A', 'ID4449126128925510002'
"KEARNEY", "SHANIKA", "E", "501", "WOODHAVEN", 'A', 'ID4449126128943810001'
"KEARNEY", "ASHELY", "E", "501", "WOODHAVEN", 'A', 'ID4449126128943810002'
"KEARNEY", "SHERMISE", "J", "501", "WOODHAVEN", 'A', 'ID4449126128943810003'
"MANGUM", "ROB", "J", "105", "ELDORADO", 'A', 'ID4449126128926310001'
"MANGUM", "BAKIA", "E", "105", "ELDORADO", 'A', 'ID4449126128926310002'
"MITCHELLL", "JEROME", "J", "509", "WOODHAVEN", 'A', 'ID4449126128940410001'
"MITCHELLL", "DONETTA", "M", "509", "WOODHAVEN", 'A', 'ID4449126128940410002'
"RADRIGZ", "JOSH", "D", "101", "ELDORADO", 'A', 'ID4449126128928910001'
"RADRIGZ", "RUGY", "E", "101", "ELDORADO", 'A', 'ID4449126128928910002'
"RAMAS", "SONJA", "K", "112", "BRANTWOOD", 'A', 'ID4449126128935410001'
"RHODES", "JEFF", "L", "110", "BRANTWOOD", 'A', 'ID4449126128934710001'
"RHODES", "HENRIETTE", "", "110", "BRANTWOOD", 'A', 'ID4449126128934710002'
"RHODES", "JANNIE", "M", "110", "BRANTWOOD", 'A', 'ID4449126128934710003'
"RHODES", "JOANN", "N", "110", "BRANTWOOD", 'A', 'ID4449126128934710004'
"RIBERA", "JOHONNY", "U", "104", "BRANTWOOD", 'A', 'ID4449126128931310001'
"RIBERA", "STUART", "K", "104", "BRANTWOOD", 'A', 'ID4449126128931310002'
"RICHARDSON", "EMMETTE", "E", "315", "WOODHAVEN", 'A', 'ID4449126128946110001'
"RICHARDSON", "TAMIKA", "R", "315", "WOODHAVEN", 'A', 'ID4449126128946110002'
"STAPPY", "JEFF", "F", "102", "BRANTWOOD", 'A', 'ID4449126128930510001'
"STAPPY", "FRANKLIN", "E", "102", "BRANTWOOD", 'A', 'ID4449126128930510005'
"STAPPY", "ELLA LOUISE", "F", "102", "BRANTWOOD", 'A', 'ID4449126128930510002'
"STAPPY", "QUAYN", "B", "102", "BRANTWOOD", 'A', 'ID4449126128930510003'
"STAPPY", "ARLIE", "A", "102", "BRANTWOOD", 'A', 'ID4449126128930510004'
"STEWARD", "FREDERICK", "A", "505", "WOODHAVEN", 'A', 'ID4449126128941210001'
"STEWARD", "CHANTEL", "A", "505", "WOODHAVEN", 'A', 'ID4449126128941210002'
"WCIGNT", "BRIAN", "", "307", "WOODHAVEN", 'A', 'ID4449126128950310001'
"WCIGNT", "MAXICINE", "H", "307", "WOODHAVEN", 'A', 'ID4449126128950310002'
"WILKES", "BEN", "W", "103", "ELDORADO", 'A', 'ID4449126128927110001'
"WILKES", "STEVE", "M", "103", "ELDORADO", 'A', 'ID4449126128927110003'
"WILKES", "HARRIETTE", "L", "103", "ELDORADO", 'A', 'ID4449126128927110002'
"WILLIAMS", "CHARLIE", "A", "510", "WOODHAVEN", 'A', 'ID4449126128937010001'
"WILLIAMS", "SHERRI", "V", "510", "WOODHAVEN", 'A', 'ID4449126128937010002'
"YETES", "CHANCE", "E", "403", "WOODHAVEN", 'A', 'ID4449126128945310001'
"YETES", "ALFREDRICK", "S", "403", "WOODHAVEN", 'A', 'ID4449126128945310002'
"AHREWS", "MARITZA", "A", "345", "71ST", 'B', 'ID444611561'
"AHREWS", "MARIANNA", "B", "345", "71ST", 'B', 'ID444611563'
"BENETAS", "LENARD", "A", "660", "STARKEY", 'B', 'ID4447124106879010001'
"BENETAS", "SAMMY", "R", "660", "STARKEY", 'B', 'ID4447124106879010003'
"BENETAS", "DOLORES", "R", "660", "STARKEY", 'B', 'ID4447124106879010002'
"BODMER", "JAMAR", "C", "102", "BANKS", 'B', 'ID4447124106897210001'
"BODMER", "ROSSITA", "L", "102", "BANKS", 'B', 'ID4447124106897210002'
"BODMER", "MAG", "R", "102", "BANKS", 'B', 'ID4447124106897210003'
"BODMER", "ROZELLIN", "N", "102", "BANKS", 'B', 'ID4447124106897210004'
"BODMER", "CATHERINE", "L", "102", "BANKS", 'B', 'ID4447124106897210005'
"CETO", "J", "E", "104", "MITCHELL", 'B', 'ID4447124106907910001'
"CHEESEMAN", "DANYA", "L", "690", "STARKEY", 'B', 'ID4447124106894910001'
"CHEESEMAN", "DANTE", "E", "690", "STARKEY", 'B', 'ID4447124106894910002'
"CONNER", "DOMINQUE", "S", "4836", "BASSWIDE", 'B', 'ID4447124106920210001'
"CONNER", "COHNIE", "E", "4836", "BASSWIDE", 'B', 'ID4447124106920210002'
"COSGRAOE", "SEKOU", "L", "202", "BANKS", 'B', 'ID4447124106912910004'
"COSGRAOE", "TREIRA", "", "202", "BANKS", 'B', 'ID4447124106912910001'
"COSGRAOE", "THERESA", "G", "202", "BANKS", 'B', 'ID4447124106912910003'
"DACANAY", "MICHAEL", "A", "112", "MITCHELL", 'B', 'ID4447124106909510001'
"DACANAY", "A JASIA", "", "112", "MITCHELL", 'B', 'ID4447124106909510002'
"DACANAY", "BRIANCA", "G", "112", "MITCHELL", 'B', 'ID4447124106909510003'
"DANIEL-LEIVA", "SAM", "J", "729", "RIDLEY", 'B', 'ID4447124106899810001'
"DANIEL-LEIVA", "THAU LYNN", "R", "729", "RIDLEY", 'B', 'ID4447124106899810002'
"DIVER", "MILFORD", "J", "658", "STARKEY", 'B', 'ID4447124106877410001'
"DOMINQUEZ", "FRANK", "K", "672", "STARKEY", 'B', 'ID4447124106883210001'
"DOMINQUEZ", "SHAVAN", "M", "672", "STARKEY", 'B', 'ID4447124106883210002'
"ENGELSKIRCH", "ISAAE", "", "612", "STARKEY", 'B', 'ID4446117397'
"ENGELSKIRCH", "JEANELLE", "", "612", "STARKEY", 'B', 'ID4446117398'
"FAIRIE", "LOUIS", "W", "4940", "BASSWOOD", 'B', 'ID444712426108480000'
"FISCHARUND", "WESLEY", "M", "110", "MITCHELL", 'B', 'ID4447124106908710003'
"FISCHARUND", "NADESHIA", "A", "110", "MITCHELL", 'B', 'ID4447124106908710001'
"FISCHARUND", "DANYELLE", "L", "110", "MITCHELL", 'B', 'ID4447124106908710002'
"GECKLE", "RUNEE", "", "614", "STARKEY", 'B', 'ID4446117475'
"GECKLE", "RALPAL", "T", "614", "STARKEY", 'B', 'ID4446117479'
"GERING", "RROBERT", "T", "325", "71ST", 'B', 'ID444611554'
"GERINGER", "GHOLAN", "W", "200", "BANK", 'B', 'ID4447124106913710002'
"GERINGER", "JEFFREY", "W", "200", "BANK", 'B', 'ID4447124106913710003'
"GERINGER", "JEFFREY", "W", "200", "BANK", 'B', 'ID4447124106913710004'
"GERINGER", "DOUGLASS", "D", "200", "BANK", 'B', 'ID4447124106913710005'
"GERINGER", "MARIE", "T", "200", "BANK", 'B', 'ID4447124106913710001'
"GLICK", "NATHANIAL", "N", "725", "RIDLEY", 'B', 'ID444712410690380000'
"GREENE", "TEMPEST", "Z", "4816", "BASSWOOD", 'B', 'ID4447124106917810001'
"HALL", "RAYMON", "", "4810", "BASSWOOD", 'B', 'ID4447124106916010001'
"HILLION", "GEORGE", "L", "4914", "BASSWOOD", 'B', 'ID4447124106924410001'
"JEANS", "KEYAN", "D", "686", "STARKEY", 'B', 'ID444712410689230000'
"JEANS", "MICHEAL", "", "686", "STARKEY", 'B', 'ID4447124106892310001'
"JEANS", "CASANDRA", "C", "686", "STARKEY", 'B', 'ID4447124106892310002'
"JIMEMEZ", "SANDERA", "Y", "674", "STARKEY", 'B', 'ID444712410688570000'
